# trNo, usertype, content, trtype, regdate, tmpNo
'5236', '유저', '미용실 개업에 화분을보내려하는데 어떤게좋은가요?', '꽃/케익배달', '2016-01-18 13:08:00', '5236'
'5236', '유저', '가격대는?', '꽃/케익배달', '2016-01-18 13:08:00', '5236'
'5236', '문비서', '안녕하세요 에이스님<br>몇 가지 화분 이미지 안내해 드릴게요', '꽃/케익배달', '2016-01-18 13:09:00', '5236'
'5236', '유저', '넹', '꽃/케익배달', '2016-01-18 13:09:00', '5236'
'5236', '문비서', '산세베리아 69,000원입니다', '꽃/케익배달', '2016-01-18 13:11:00', '5236'
'5236', '문비서', '금전수 70,000원입니다', '꽃/케익배달', '2016-01-18 13:11:00', '5236'
'5236', '문비서', '해피트리 89,000원입니다', '꽃/케익배달', '2016-01-18 13:12:00', '5236'
'5236', '문비서', '고무나무 69,000원입니다<br><br>화분은 위의 이미지와 달라질 수 있습니다~', '꽃/케익배달', '2016-01-18 13:13:00', '5236'
'5236', '문비서', '이상 네 화분 안내해 드렸습니다', '꽃/케익배달', '2016-01-18 13:15:00', '5236'
'5236', '유저', '음 해피트리로 주문해주세요', '꽃/케익배달', '2016-01-18 14:05:00', '5236'
'5236', '유저', '내일 배송될수있을까요', '꽃/케익배달', '2016-01-18 14:05:00', '5236'
'5236', '유저', '내일오전중', '꽃/케익배달', '2016-01-18 14:05:00', '5236'
'5236', '문비서', '네 확인후 말씀드릴게요', '꽃/케익배달', '2016-01-18 14:05:00', '5236'
'5236', '문비서', '가능하실 것 같습니다<br>배송지의 정확한 주소/받으시는 분 성함과 연락처 확인 부탁드립니다', '꽃/케익배달', '2016-01-18 14:10:00', '5236'
'5236', '유저', '분당구 금곡동 165번지 202호<br>최승주 01072883160', '꽃/케익배달', '2016-01-18 14:10:00', '5236'
'5236', '문비서', '확인 감사드립니다', '꽃/케익배달', '2016-01-18 14:11:00', '5236'
'5236', '문비서', '받으시는 분: 최승주님<br>연락처: 01072883160<br>주소: 분당구 금곡동 165번지 202호<br><br>리본 문구 <br>좌측: 축 개업<br>오른쪽: 최민서<br><br>위의 내용으로 진행해 드렸습니다', '꽃/케익배달', '2016-01-18 14:16:00', '5236'
'5236', '문비서', '내일 오전 11시까지 배송할 수 있도록 주문했습니다<br>혹시 문구 등을 바꾸실 생각이 있으시면 말씀해 주세요', '꽃/케익배달', '2016-01-18 14:16:00', '5236'
'5236', '문비서', '결제하실 수 있도록 링크를 보내드리겠습니다~', '꽃/케익배달', '2016-01-18 14:16:00', '5236'
'5236', '유저', '좌 대박나세요 <br>우 최민서 노희아<br>로해주세요', '꽃/케익배달', '2016-01-18 14:17:00', '5236'
'5236', '문비서', '받으시는 분: 최승주님<br>연락처: 01072883160<br>주소: 분당구 금곡동 165번지 202호<br><br>리본 문구 <br>좌측: 대박나세요<br>오른쪽: 최민서 노희아<br><br>수정해 드렸습니다', '꽃/케익배달', '2016-01-18 14:18:00', '5236'
'5236', '유저', '넵', '꽃/케익배달', '2016-01-18 14:18:00', '5236'
'5236', '문비서', '결제 링크를 문자로 보내드렸습니다<br>품목과 금액(89,000원) 확인하시고 로그인후 결제 부탁드립니다^^', '꽃/케익배달', '2016-01-18 14:20:00', '5236'
'5236', '문비서', '화분은 보내드린 사진의 이미지와 다를 수 있습니다~', '꽃/케익배달', '2016-01-18 14:20:00', '5236'
'5236', '유저', '넹', '꽃/케익배달', '2016-01-18 14:22:00', '5236'
'5236', '문비서', '^^', '꽃/케익배달', '2016-01-18 14:23:00', '5236'
'5236', '유저', '결제했습닏ᆞ', '꽃/케익배달', '2016-01-18 15:10:00', '5236'
'5236', '유저', '이쁜걸로보내달라고부탁좀해주세용~', '꽃/케익배달', '2016-01-18 15:10:00', '5236'
'5236', '문비서', '네 확인했습니다^^<br><br>신경써서 보내달라고 하겠습니다', '꽃/케익배달', '2016-01-18 15:10:00', '5236'
'5236', '유저', '감사합니다', '꽃/케익배달', '2016-01-18 15:10:00', '5236'
'5236', '문비서', '고맙습니다(미소)<br><br>좋은 오후 시간 보내세요~', '꽃/케익배달', '2016-01-18 15:11:00', '5236'
'5236', '유저', '네 새해복 많이 받으세요~', '꽃/케익배달', '2016-01-18 15:15:00', '5236'
'5236', '문비서', '쿠폰 보내드립니다.<br>고객님을 포함하여 다섯분이 이용할 수 있도록 5개 보내드립니다.', '꽃/케익배달', '2016-05-27 11:41:00', NULL
'5236', '문비서', '이상 5개 보내드렸습니다.<br>좋은 하루되세요^^', '꽃/케익배달', '2016-05-27 11:45:00', NULL
'5310', '유저', '안녕하세요', '꽃/케익배달', '2016-01-19 11:02:00', '5310'
'5310', '문비서', '안녕하세요. 고객님 <br>무엇을 도와드릴까요?', '꽃/케익배달', '2016-01-19 11:02:00', '5310'
'5310', '유저', '네 스투키 화분 하나 보내주실 수 있으실까요??', '꽃/케익배달', '2016-01-19 11:05:00', '5310'
'5310', '문비서', '네, 가능하세요~', '꽃/케익배달', '2016-01-19 11:07:00', '5310'
'5310', '문비서', '스투키 70,000원 상품입니다', '꽃/케익배달', '2016-01-19 11:08:00', '5310'
'5310', '문비서', '스투키 80,000원 상품입니다.', '꽃/케익배달', '2016-01-19 11:09:00', '5310'
'5310', '문비서', '화분의 모양은 달라질 수 있으니 양해 부탁드립니다 ^^', '꽃/케익배달', '2016-01-19 11:09:00', '5310'
'5310', '유저', '네 7만원짜리 할게요~!', '꽃/케익배달', '2016-01-19 11:49:00', '5310'
'5310', '문비서', '네 알겠습니다.<br>배송받으실 곳의  정보  부탁드립니다.', '꽃/케익배달', '2016-01-19 11:51:00', '5310'
'5310', '유저', '강남구 선릉로 531 3층 TS인베스트먼트 김웅 대표님 귀하', '꽃/케익배달', '2016-01-19 11:51:00', '5310'
'5310', '유저', '보내는 사람은 SEBIT 이라고 해주세요', '꽃/케익배달', '2016-01-19 11:52:00', '5310'
'5310', '문비서', '결제 링크 보내드리겠습니다.<br>배송 받으실곳이 연락처도 부탁드립니다', '꽃/케익배달', '2016-01-19 11:52:00', '5310'
'5310', '문비서', '문자로  결제링크 보내드렸습니다.<br>로그인 하신후 품목확인하시고 결제 부탁드립니다^^', '꽃/케익배달', '2016-01-19 11:53:00', '5310'
'5310', '유저', '010 5414 4973 입니다', '꽃/케익배달', '2016-01-19 11:54:00', '5310'
'5310', '문비서', '확인 감사합니다.', '꽃/케익배달', '2016-01-19 11:54:00', '5310'
'5310', '문비서', '리본 문구는 어떻게 해드릴까요?', '꽃/케익배달', '2016-01-19 11:55:00', '5310'
'5310', '유저', '축 발전. SEBIT 으로 해주세요', '꽃/케익배달', '2016-01-19 12:02:00', '5310'
'5310', '문비서', '네, 알겠습니다~', '꽃/케익배달', '2016-01-19 12:02:00', '5310'
'5310', '문비서', '<<스투키 화분>><br>♤받는분<br>날짜 : 1월19일 (오늘)<br>주소 : 강남구 선릉로 531 3층 TS인베스트먼트 <br>성함 : 김웅 대표님 귀하<br>연락처 : 010 -5414- 4973<br><br>리본문구 <br>좌측 : SEBIT <br>우측 : 祝 發展 <br><br>입금 완료 되시면  위와 같이  주문 진행하도록 하겠습니다.', '꽃/케익배달', '2016-01-19 12:06:00', '5310'
'5310', '유저', '넵', '꽃/케익배달', '2016-01-19 12:06:00', '5310'
'5310', '문비서', '네^^', '꽃/케익배달', '2016-01-19 12:07:00', '5310'
'5310', '문비서', '결제확인 되었습니다. 감사합니다^^', '꽃/케익배달', '2016-01-19 12:25:00', '5310'
'5310', '유저', '넵~~', '꽃/케익배달', '2016-01-19 12:26:00', '5310'
'5310', '문비서', '^^', '꽃/케익배달', '2016-01-19 12:26:00', '5310'
'5310', '문비서', '화분 신청 완료 되셨습니다 ^^', '꽃/케익배달', '2016-01-19 12:46:00', '5310'
'5320', '유저', '부의 화환 부탁합니다. 비용이 어떻게 되죠?', '꽃/케익배달', '2016-01-19 12:52:00', NULL
'5320', '문비서', '안녕하세요, 고객님\n근조화환 금액은 99,000원 입니다. ', '꽃/케익배달', '2016-01-19 13:12:00', NULL
'5320', '유저', '원주세프란스기독병원 장례식장 상주:이남섭  // 삼가 고인의 명복을 빕니다.// 제자 김종엽 정지현 이렇게 리본 달아주세요. 지출증빙은 tenderlv@hanmail.net으로 부탁하고. 배달 후에 인증사진 받아볼 수 있었으면 좋겠습니다.', '꽃/케익배달', '2016-01-19 13:14:00', NULL
'5320', '유저', ' 텍스트팩토리 하나은행 통장으로 입금했으니까. 링크는 따로 보내주지 않으셔도 됩니다. 감사합니다.', '꽃/케익배달', '2016-01-19 13:17:00', NULL
'5320', '문비서', '네, 알겠습니다~ ', '꽃/케익배달', '2016-01-19 13:18:00', NULL
'5320', '문비서', '●장소: 원주세브란스기독병원 장례식장 3호실\n●상주: 이남섭\n●리본문구\n좌측 :  제자 김종엽 정지현\n우측 : 삼가 故人의 冥福을 빕니다. \n\n이렇게 주문해드렸습니다.', '꽃/케익배달', '2016-01-19 13:24:00', NULL
'5320', '유저', '감사합니다. ^^', '꽃/케익배달', '2016-01-19 13:25:00', NULL
'5320', '유저', '인증샷 부탁합니다.', '꽃/케익배달', '2016-01-19 13:26:00', NULL
'5320', '문비서', '네~ 알겠습니다 ^^ ', '꽃/케익배달', '2016-01-19 13:26:00', NULL
'5320', '문비서', '고객님, 근조 배송완료되었습니다 \n최윤진님께서 3시18분에 인수하셨습니다~', '꽃/케익배달', '2016-01-19 15:42:00', NULL
'5656', '문비서', '안녕하세요 대표님<br>근조화환 배송 도와드릴까요?', '꽃/케익배달', '2016-01-25 08:07:00', '5656'
'5656', '유저', '네!', '꽃/케익배달', '2016-01-25 08:22:00', '5656'
'5656', '문비서', '배송받으시는 분(상주님) 성함/배송지 주소와 연락처를 말씀해 주시면 곧바로 진행하겠습니다', '꽃/케익배달', '2016-01-25 08:23:00', '5656'
'5656', '문비서', '근조화환 이미지 몇 개 안내해 드릴게요', '꽃/케익배달', '2016-01-25 08:23:00', '5656'
'5656', '문비서', '근조화환 69,000원입니다', '꽃/케익배달', '2016-01-25 08:24:00', '5656'
'5656', '문비서', '근조화환 99,000원입니다', '꽃/케익배달', '2016-01-25 08:25:00', '5656'
'5656', '문비서', '근조화환 69,000원입니다', '꽃/케익배달', '2016-01-25 08:28:00', '5656'
'5656', '유저', '이거 결제 신용카드로 가능한가요?', '꽃/케익배달', '2016-01-25 08:37:00', '5656'
'5656', '문비서', '네 문비서가 결제 링크를 보내 드릴 수 있습니다', '꽃/케익배달', '2016-01-25 08:38:00', '5656'
'5656', '문비서', '근조화환 선택해 주시고<br>배송받으시는 분(상주님) 성함/배송지 주소와 연락처/보내시는 분 성함<br>등을 말씀해 주시면 곧 진행해 드릴게요', '꽃/케익배달', '2016-01-25 08:39:00', '5656'
'5656', '유저', '상주: 김종현 사장님<br><br>· 빈소 : 삼육서울병원 장례식장 105호 (서울 동대문구 휘경동 29-1) <br>· 발인 : 1월 26일(화)<br>· 장례식장 연락처 : 02)2215-4444<br>보내는 사람: 주식회사 스위트스팟<br>6,9000원 짜리3번째꺼로 부탁합니다.<br><br>고인의 명복을 빕니다..<br>', '꽃/케익배달', '2016-01-25 08:44:00', '5656'
'5656', '문비서', '네 결제 링크 보내드릴게요', '꽃/케익배달', '2016-01-25 08:44:00', '5656'
'5656', '문비서', '방금 결제링크를 문자로 보내드렸습니다~<br>로그인 하신 후 품목과 금액을 확인하시고, 결제 부탁드립니다. ^^', '꽃/케익배달', '2016-01-25 08:46:00', '5656'
'5656', '문비서', '근조화환<br><br>♤받는분<br>●발인 : 1월 26일(화)<br>●빈소 : 삼육서울병원 장례식장 105호 (서울 동대문구 휘경동 29-1)/02-2215-4444 <br>●상주: 김종현 사장님<br><br>●리본문구<br>좌측 : 주식회사 스위트스팟<br>우측 : 삼가 故人의 冥福을 빕니다<br><br>이렇게 주문해 드렸습니다<br><br>화환은 세번째 것으로 주문해 드리려고 합니다<br>다만, 실제 꽃은 이미지와 조금 다를 수 있습니다', '꽃/케익배달', '2016-01-25 08:51:00', '5656'
'5656', '문비서', '결제되시면 말씀해 주세요<br>곧 진행하겠습니다', '꽃/케익배달', '2016-01-25 08:52:00', '5656'
'5656', '유저', '아고 다른 직원이 미리 보냈다고 하네요 죄송합니다^^;', '꽃/케익배달', '2016-01-25 09:03:00', '5656'
'5656', '문비서', '아 그러시군요;;', '꽃/케익배달', '2016-01-25 09:05:00', '5656'
'5656', '유저', '다음에 꼭 이용하도록 하겠습니다!', '꽃/케익배달', '2016-01-25 09:18:00', '5656'
'5656', '문비서', '네 좋은 하루 보내세요^^', '꽃/케익배달', '2016-01-25 09:18:00', '5656'
'6155', '유저', '문비서님', '꽃/케익배달', '2016-02-02 09:20:00', '6155'
'6155', '유저', '대표님한테는 비밀로...', '꽃/케익배달', '2016-02-02 09:21:00', '6155'
'6155', '문비서', '안녕하세요, 브라이언~ <br>무엇을 도와드릴까요?', '꽃/케익배달', '2016-02-02 09:21:00', '6155'
'6155', '유저', '이전하신 사무실에 화분 하나 보낼게요 ㅋㅋㅋ', '꽃/케익배달', '2016-02-02 09:21:00', '6155'
'6155', '유저', '비밀 프로젝트입니다', '꽃/케익배달', '2016-02-02 09:21:00', '6155'
'6155', '문비서', '네, 알겠습니다 ^^', '꽃/케익배달', '2016-02-02 09:21:00', '6155'
'6155', '유저', '(좌)사무실 이전을 축하드립니다!', '꽃/케익배달', '2016-02-02 09:21:00', '6155'
'6155', '유저', '(우) 케이큐브벤처스 정신아', '꽃/케익배달', '2016-02-02 09:22:00', '6155'
'6155', '유저', '이렇게 보내주시면 되구요', '꽃/케익배달', '2016-02-02 09:22:00', '6155'
'6155', '유저', '화분은 어떤게 좋을까요?', '꽃/케익배달', '2016-02-02 09:22:00', '6155'
'6155', '문비서', '개업 이전시에는 해피트리나 돈나무를 많이 보내는데요~ <br>꽃집에서 녹보수라는 화분이 좋은 게 있다고 하더라구요 ㅎㅎ', '꽃/케익배달', '2016-02-02 09:23:00', '6155'
'6155', '유저', '네 그럼 그걸로 해주세여', '꽃/케익배달', '2016-02-02 09:23:00', '6155'
'6155', '문비서', '네~ 잠시만요 ^^', '꽃/케익배달', '2016-02-02 09:24:00', '6155'
'6155', '문비서', '이 상품이고, 금액은 90,000원 이라고 합니다 ^^', '꽃/케익배달', '2016-02-02 09:30:00', '6155'
'6155', '유저', '넵', '꽃/케익배달', '2016-02-02 09:31:00', '6155'
'6155', '유저', '진행 부탁드립니다', '꽃/케익배달', '2016-02-02 09:31:00', '6155'
'6155', '문비서', '네~ 알겠습니다 ^^', '꽃/케익배달', '2016-02-02 09:31:00', '6155'
'6155', '문비서', '결제링크를 문자로 보내드렸습니다. <br>확인 후 결제 부탁드립니다 ^^', '꽃/케익배달', '2016-02-02 09:32:00', '6155'
'6155', '유저', '넵 완료했습니다', '꽃/케익배달', '2016-02-02 09:39:00', '6155'
'6155', '문비서', '네~ 확인 되셨습니다 ^^', '꽃/케익배달', '2016-02-02 09:43:00', '6155'
'6155', '문비서', '♤받는분<br>●일시: 2016.02.02<br>●주소: 서울시 서초구 서초동 1443-33 대고빌딩 5층 텍스트팩토리<br>TEL 02-4281-5635<br><br>●문구<br>좌측 : (우) 케이큐브벤처스 정신아<br>우측 : 사무실 이전을 축하드립니다!<br><br>이렇게 주문해드렸습니다~', '꽃/케익배달', '2016-02-02 09:43:00', '6155'
'6155', '유저', '감사합니다', '꽃/케익배달', '2016-02-02 11:14:00', '6155'
'6155', '유저', '문비서님', '꽃/케익배달', '2016-02-02 11:14:00', '6155'
'6155', '유저', '또 사무실 이전한 패밀리가 있네요', '꽃/케익배달', '2016-02-02 11:14:00', '6155'
'6155', '유저', '같은 걸로 주문할게요', '꽃/케익배달', '2016-02-02 11:14:00', '6155'
'6155', '유저', '주소는 블랙비어드', '꽃/케익배달', '2016-02-02 11:15:00', '6155'
'6155', '유저', '역삼동 703-1 sc빌딩 2층', '꽃/케익배달', '2016-02-02 11:15:00', '6155'
'6155', '유저', '(좌) 사무실 이전을 축하드립니다', '꽃/케익배달', '2016-02-02 11:15:00', '6155'
'6155', '유저', '(우) 케이큐브벤처스 신민균 상무', '꽃/케익배달', '2016-02-02 11:16:00', '6155'
'6155', '문비서', '네, 잠시만요~', '꽃/케익배달', '2016-02-02 11:18:00', '6155'
'6155', '문비서', '받으시는 분 연락처도 부탁드립니다~~', '꽃/케익배달', '2016-02-02 11:18:00', '6155'
'6155', '유저', '01074002393입니다', '꽃/케익배달', '2016-02-02 11:31:00', '6155'
'6155', '문비서', '네~~', '꽃/케익배달', '2016-02-02 11:31:00', '6155'
'6155', '문비서', '♤받는분<br>●일시: 2016.02.02<br>●주소: 역삼동 703-1 sc빌딩 2층 블랙비어드<br>TEL 01074002393<br><br>●문구<br>좌측 : (우) 케이큐브벤처스 신민균 상무<br>우측 : 사무실 이전을 축하드립니다!<br><br>이렇게 주문해드렸습니다~', '꽃/케익배달', '2016-02-02 11:31:00', '6155'
'6155', '문비서', '결제링크를 문자로 보내드렸습니다~ <br>확인 후 결제 부탁드려요 ^^', '꽃/케익배달', '2016-02-02 11:32:00', '6155'
'6155', '유저', '좌측에 (우)는 빼주세요', '꽃/케익배달', '2016-02-02 13:05:00', '6155'
'6155', '유저', '그뜻이 아닌데...ㅋㅋㅋ', '꽃/케익배달', '2016-02-02 13:05:00', '6155'
'6155', '문비서', '아, 넵 ^^;;;;', '꽃/케익배달', '2016-02-02 13:06:00', '6155'
'6155', '문비서', '화분 잘 받았습니다~ 감사합니다 ^^', '꽃/케익배달', '2016-02-02 13:37:00', '6155'
'6155', '문비서', '앗, 저희한테 온게 우 자가 들어가버렸네요 ㅜㅜ', '꽃/케익배달', '2016-02-02 13:38:00', '6155'
'6155', '문비서', '나중에 보내신건 수정 되셨으니 걱정 안하셔도 되세요~', '꽃/케익배달', '2016-02-02 13:38:00', '6155'
'6155', '유저', '^^ 넵 알겠습니다!', '꽃/케익배달', '2016-02-02 14:02:00', '6155'
'6155', '유저', '문비서님 항상 화이팅입니다!', '꽃/케익배달', '2016-02-02 14:03:00', '6155'
'6155', '유저', '올해도 잘부탁드려요!', '꽃/케익배달', '2016-02-02 14:03:00', '6155'
'6155', '문비서', '감사합니다~~ 문비서도 잘 부탁드립니다 ^^', '꽃/케익배달', '2016-02-02 14:03:00', '6155'
'6155', '문비서', '강건호님께서 인수하셨습니다~', '꽃/케익배달', '2016-02-02 17:00:00', '6155'
'6200', '유저', '부산지방노동청 북부지청 산재예방지도과', '꽃/케익배달', '2016-02-02 09:55:00', '6200'
'6200', '유저', '난보내주세요', '꽃/케익배달', '2016-02-02 09:55:00', '6200'
'6200', '유저', '과장 최진철', '꽃/케익배달', '2016-02-02 09:56:00', '6200'
'6200', '문비서', '안녕하세요, 대표님 ^^', '꽃/케익배달', '2016-02-02 09:56:00', '6200'
'6200', '유저', '영전을 축하합니다', '꽃/케익배달', '2016-02-02 09:56:00', '6200'
'6200', '유저', '문구넣어서 부탁해요', '꽃/케익배달', '2016-02-02 09:56:00', '6200'
'6200', '문비서', '네, 알겠습니다~ <br>받으시는분의 연락처도 부탁드립니다 ^^', '꽃/케익배달', '2016-02-02 09:57:00', '6200'
'6200', '문비서', '♤받는분<br>날짜 : 2016.02.02<br>주소 : 부산시 사상구 백양대로 804 (덕포동) <br>부산지방노동청 북부지청 산재예방지도과<br>성함 : 최진철 과장님<br>연락처 : <br><br>리본문구 <br>좌측 : 주식회사 명성이앤씨 대표이사 김정민<br>우측 : 영전을 축하합니다<br><br>이렇게 진행해 드렸습니다~', '꽃/케익배달', '2016-02-02 10:15:00', '6200'
'6200', '유저', '네', '꽃/케익배달', '2016-02-02 10:15:00', '6200'
'6200', '문비서', '감사합니다 ^^ <br><br>금액은 90,000원이며, 아래 편하신 계좌로 결제 부탁드립니다~ ^^ <br><br>국민은행 786101-00-028152 (주)텍스트팩토리<br>신한은행 140-010-927533 (주)텍스트팩토리<br>우리은행 1005-002-832850 (주)텍스트팩토리<br>하나은행 115-910030-48104 (주)텍스트팩토리', '꽃/케익배달', '2016-02-02 10:17:00', '6200'
'6200', '유저', '01072617279', '꽃/케익배달', '2016-02-02 11:02:00', '6200'
'6200', '유저', '최진철 산재예방지도과장', '꽃/케익배달', '2016-02-02 11:02:00', '6200'
'6200', '문비서', '네~ 감사합니다 ^^', '꽃/케익배달', '2016-02-02 11:03:00', '6200'
'6200', '문비서', '최진철과장님부재중이시라 민경태 동료분께 인수 되셨습니다 ^^', '꽃/케익배달', '2016-02-02 11:42:00', '6200'
'6200', '문비서', '대표님 m.sung@hanmail.net 이메일주소로 전자계산서 발행하였습니다.', '꽃/케익배달', '2016-02-02 11:54:00', '6200'
'6200', '유저', '네', '꽃/케익배달', '2016-02-02 12:43:00', '6200'
'6200', '유저', '사무실 이전했나요', '꽃/케익배달', '2016-02-02 12:43:00', '6200'
'6200', '문비서', '네, 대표님 ^^', '꽃/케익배달', '2016-02-02 12:43:00', '6200'
'6200', '유저', '이전 축하 난  하나 부탁해요 ^^', '꽃/케익배달', '2016-02-02 12:52:00', '6200'
'6200', '문비서', '대표님, 김민기 이사님께서 난은 많이 받았다고, 정 보내주고 싶으시다면 <br>공기청정 기능이 있는 산세베리아로 부탁드린다고 합니다.', '꽃/케익배달', '2016-02-02 12:55:00', '6200'
'6200', '문비서', '보내주시면 오래오래 잘 키우겠습니다~', '꽃/케익배달', '2016-02-02 12:55:00', '6200'
'6200', '유저', '그러죠', '꽃/케익배달', '2016-02-02 12:58:00', '6200'
'6200', '문비서', '감사합니다~~~ ^^', '꽃/케익배달', '2016-02-02 12:58:00', '6200'
'6200', '유저', '사무실과 연락하세요', '꽃/케익배달', '2016-02-02 12:58:00', '6200'
'6200', '문비서', '네, 알겠습니다~', '꽃/케익배달', '2016-02-02 12:59:00', '6200'
'6200', '문비서', '♤받는분<br>●일시: 2016.02.02<br>●주소: 서울시 서초구 서초동 1443-33 대고빌딩 5층 텍스트팩토리<br>TEL 02-4281-5635<br><br>●문구<br>좌측 : 주식회사 명성이앤씨 대표이사 김정민<br>우측 : 사무실 이전을 축하드립니다!<br><br>금액은 79,000원이며, 이렇게 주문해드렸습니다~<br>사무실 직원분과 통화하겠습니다 ^^', '꽃/케익배달', '2016-02-02 13:01:00', '6200'
'6200', '유저', '네', '꽃/케익배달', '2016-02-02 13:07:00', '6200'
'6206', '유저', '안녕하세요', '꽃/케익배달', '2016-02-02 08:13:00', '6206'
'6206', '문비서', '네 안녕하세요', '꽃/케익배달', '2016-02-02 08:13:00', '6206'
'6206', '유저', '화환보내주세요^^', '꽃/케익배달', '2016-02-02 08:13:00', '6206'
'6206', '문비서', '네~ 보내실 정보 부탁드려요 ^^', '꽃/케익배달', '2016-02-02 08:13:00', '6206'
'6206', '유저', '주소<br>법률사무소비트<br>서울시강남구강남대로<br>58길 32 4층', '꽃/케익배달', '2016-02-02 08:14:00', '6206'
'6206', '유저', '받는분', '꽃/케익배달', '2016-02-02 08:14:00', '6206'
'6206', '유저', '파트너변호사 송도영', '꽃/케익배달', '2016-02-02 08:14:00', '6206'
'6206', '유저', '보내는분은<br>로앤비대표이사방영선', '꽃/케익배달', '2016-02-02 08:15:00', '6206'
'6206', '유저', '문구는', '꽃/케익배달', '2016-02-02 08:15:00', '6206'
'6206', '유저', '\\\"개업을 축하합니다. 건승하십시오.\\\"', '꽃/케익배달', '2016-02-02 08:15:00', '6206'
'6206', '유저', '확인후보내주세요~^^', '꽃/케익배달', '2016-02-02 08:15:00', '6206'
'6206', '문비서', '축하화환으로 보내시는게 맞으시죠?', '꽃/케익배달', '2016-02-02 08:16:00', '6206'
'6206', '문비서', '사무실이라 화분이 아닐까 싶어 여쭤봅니다~', '꽃/케익배달', '2016-02-02 08:17:00', '6206'
'6206', '문비서', '받으시는분의 연락처도 부탁드릴게요~', '꽃/케익배달', '2016-02-02 08:18:00', '6206'
'6206', '유저', '아 사무실이라 화분이', '꽃/케익배달', '2016-02-02 08:21:00', '6206'
'6206', '유저', '낫겠네요', '꽃/케익배달', '2016-02-02 08:21:00', '6206'
'6206', '유저', '받는분연락처는', '꽃/케익배달', '2016-02-02 08:21:00', '6206'
'6206', '유저', '02-576-8990', '꽃/케익배달', '2016-02-02 08:22:00', '6206'
'6206', '문비서', '네~ 해피트리 화분으로 보내드리겠습니다 ^^', '꽃/케익배달', '2016-02-02 08:22:00', '6206'
'6206', '문비서', '화환과 동일한 9만원으로 맞춰서 보내드리겠습니다~~', '꽃/케익배달', '2016-02-02 08:23:00', '6206'
'6206', '문비서', '♤받는분<br>●일시 : 2016.02.02 <br>●주소 : 법률사무소비트 서울시강남구강남대로 58길 32 4층 (02-576-8990)<br>●성함 : 파트너변호사 송도영<br><br>●문구<br>좌측 : 로앤비 대표이사 방영선<br>우측 : 개업을 축하합니다. 건승하십시오<br><br>이렇게 주문해드렸습니다~', '꽃/케익배달', '2016-02-02 08:24:00', '6206'
'6206', '유저', '네 감사합니다.', '꽃/케익배달', '2016-02-02 08:27:00', '6206'
'6206', '문비서', '감사합니다 ^^', '꽃/케익배달', '2016-02-02 08:27:00', '6206'
'6206', '문비서', '기분 좋은 하루 되세요~~~', '꽃/케익배달', '2016-02-02 08:28:00', '6206'
'6342', '유저', '상품', '꽃/케익배달', '2016-02-04 18:23:00', '6342'
'6342', '유저', '10 만원짜리 위에 말씀 드렸던거', '꽃/케익배달', '2016-02-04 18:24:00', '6342'
'6342', '문비서', '진성씨, 안녕하세요.', '꽃/케익배달', '2016-02-04 18:24:00', '6342'
'6342', '유저', '사임당 조리원 4층 김남하', '꽃/케익배달', '2016-02-04 18:24:00', '6342'
'6342', '유저', '경기도 광명시 하안동 34-9', '꽃/케익배달', '2016-02-04 18:25:00', '6342'
'6342', '유저', '일로 배송 부탁드립니다', '꽃/케익배달', '2016-02-04 18:25:00', '6342'
'6342', '문비서', '네, 알겠습니다~ <br>배송을 위해 결제를 진행해 드리겠습니다.', '꽃/케익배달', '2016-02-04 18:26:00', '6342'
'6342', '유저', '김남하가 아니고', '꽃/케익배달', '2016-02-04 18:27:00', '6342'
'6342', '유저', '박미선으로좀 부탁드립니다', '꽃/케익배달', '2016-02-04 18:27:00', '6342'
'6342', '문비서', '네, 받으시는분의 연락처도 부탁드립니다.', '꽃/케익배달', '2016-02-04 18:27:00', '6342'
'6342', '문비서', '방금 문자로 결제링크를 보내드렸습니다. <br>로그인 후 품목확인 하시고 결제 부탁드립니다~', '꽃/케익배달', '2016-02-04 18:27:00', '6342'
'6342', '유저', '010 5661  1336', '꽃/케익배달', '2016-02-04 18:27:00', '6342'
'6342', '유저', '아 제가', '꽃/케익배달', '2016-02-04 18:28:00', '6342'
'6342', '유저', '입금 금액으로 결제가 안되나요?', '꽃/케익배달', '2016-02-04 18:28:00', '6342'
'6342', '문비서', '아, 잠시만요~', '꽃/케익배달', '2016-02-04 18:28:00', '6342'
'6342', '문비서', '네네, 예치금으로 되세요~~~', '꽃/케익배달', '2016-02-04 18:28:00', '6342'
'6342', '유저', '가입시 10 만원정도 넣었던거 같아요', '꽃/케익배달', '2016-02-04 18:28:00', '6342'
'6342', '유저', '넵 감사합니다', '꽃/케익배달', '2016-02-04 18:28:00', '6342'
'6342', '문비서', '결제링크는 취소해 드렸습니다 ^^', '꽃/케익배달', '2016-02-04 18:29:00', '6342'
'6342', '문비서', '예치금으로 진행해드리겠습니다~~', '꽃/케익배달', '2016-02-04 18:29:00', '6342'
'6342', '유저', '넵 감사합니다', '꽃/케익배달', '2016-02-04 18:30:00', '6342'
'6342', '문비서', '아, 진성씨~ 아드님 맞으시죠?', '꽃/케익배달', '2016-02-04 18:30:00', '6342'
